id,position_code,position_name,level,sort,city_only,deleted,parent_code,parent_name,g_parent_code,g_parent_name,combine_code,combine_name,mark,belong
223102,100122,数据采集,3,1,0.0,0,100100,后端开发,100000,技术,100122.0,数据采集,11,0
223291,100199,后端开发,3,1,0.0,0,100100,后端开发,100000,技术,100199.0,后端开发,11,0
223477,100123,全栈工程师,3,1,0.0,0,100100,后端开发,100000,技术,100123.0,全栈工程师,11,0
223478,100124,GIS工程师,3,1,0.0,0,100100,后端开发,100000,技术,100124.0,GIS工程师,11,0
222424,100201,HTML5,3,1,0.0,1,100200,移动开发,100000,技术,100904.0,HTML5,11,0
222425,100202,Android,3,1,0.0,0,100200,移动开发,100000,技术,100202.0,Android,11,0
222426,100203,iOS,3,1,0.0,0,100200,移动开发,100000,技术,100203.0,iOS,11,0
222427,100204,WP,3,1,0.0,1,100200,移动开发,100000,技术,100204.0,WP,11,0
222428,100205,移动web前端,3,1,0.0,1,100200,移动开发,100000,技术,100205.0,移动web前端,11,0
222429,100206,Flash开发,3,1,0.0,0,100200,移动开发,100000,技术,100903.0,Flash开发,11,0
222430,100207,html5,3,1,0.0,1,100200,移动开发,100000,技术,100207.0,html5,0,0
222431,100208,JavaScript,3,1,0.0,0,100200,移动开发,100000,技术,100902.0,JavaScript,11,0
222432,100209,U3D,3,1,0.0,0,100200,移动开发,100000,技术,100209.0,U3D,11,0
222433,100210,Cocos,3,1,0.0,0,100200,移动开发,100000,技术,100210.0,Cocos,11,0
223292,100299,移动开发,3,1,0.0,0,100200,移动开发,100000,技术,100299.0,移动开发,11,0
223440,100211,UE4,3,1,0.0,0,100200,移动开发,100000,技术,100211.0,UE4,11,0
223573,100212,技术美术,3,0,0.0,0,100200,移动开发,100000,技术,100212.0,技术美术,11,0
222435,100301,测试工程师,3,1,0.0,0,100300,测试,100000,技术,100301.0,测试工程师,11,0
222436,100302,自动化测试,3,1,0.0,0,100300,测试,100000,技术,100302.0,自动化测试,11,0
222437,100303,功能测试,3,1,0.0,0,100300,测试,100000,技术,100303.0,功能测试,11,0
222438,100304,性能测试,3,1,0.0,0,100300,测试,100000,技术,100304.0,性能测试,11,0
222439,100305,测试开发,3,1,0.0,0,100300,测试,100000,技术,100305.0,测试开发,11,0
222592,100306,移动端测试,3,1,0.0,0,100300,测试,100000,技术,100306.0,移动端测试,11,0
222593,100307,游戏测试,3,1,0.0,0,100300,测试,100000,技术,100307.0,游戏测试,11,0
222594,100308,硬件测试,3,1,0.0,0,100300,测试,100000,技术,100308.0,硬件测试,11,0
222595,100309,软件测试,3,1,0.0,0,100300,测试,100000,技术,100309.0,软件测试,11,0
223479,100310,渗透测试,3,1,0.0,0,100300,测试,100000,技术,100310.0,渗透测试,11,0
222441,100401,运维工程师,3,1,0.0,0,100400,运维/技术支持,100000,技术,100401.0,运维工程师,11,0
222442,100402,运维开发工程师,3,1,0.0,0,100400,运维/技术支持,100000,技术,100402.0,运维开发工程师,11,0
222443,100403,网络工程师,3,1,0.0,0,100400,运维/技术支持,100000,技术,100403.0,网络工程师,11,0
222444,100404,系统工程师,3,1,0.0,0,100400,运维/技术支持,100000,技术,100404.0,系统工程师,11,0
222445,100405,IT技术支持,3,1,0.0,0,100400,运维/技术支持,100000,技术,100405.0,IT技术支持,11,0
222596,100406,系统管理员,3,1,0.0,0,100400,运维/技术支持,100000,技术,100406.0,系统管理员,11,0
222597,100407,网络安全,3,1,0.0,0,100400,运维/技术支持,100000,技术,100407.0,网络安全,11,0
222598,100408,系统安全,3,1,0.0,0,100400,运维/技术支持,100000,技术,100408.0,系统安全,11,0
223107,100409,DBA,3,1,0.0,0,100400,运维/技术支持,100000,技术,100409.0,DBA,11,0
223631,100410,技术文档工程师,3,0,0.0,0,100400,运维/技术支持,100000,技术,100410.0,技术文档工程师,11,1
222599,100506,ETL工程师,3,1,0.0,0,100500,数据,100000,技术,100506.0,ETL工程师,11,0
222600,100507,数据仓库,3,1,0.0,0,100500,数据,100000,技术,100507.0,数据仓库,11,0
222601,100508,数据开发,3,1,0.0,0,100500,数据,100000,技术,100508.0,数据开发,11,0
222602,100509,数据挖掘,3,1,0.0,0,100500,数据,100000,技术,100104.0,数据挖掘,11,0
223052,100511,数据分析师,3,1,0.0,0,100500,数据,100000,技术,100511.0,数据分析师,11,0
223053,100512,数据架构师,3,1,0.0,0,100500,数据,100000,技术,100512.0,数据架构师,11,0
223125,100513,算法研究员,3,8,0.0,1,100500,数据,100000,技术,100513.0,算法研究员,0,0
223293,100599,数据,3,0,0.0,1,100500,数据,100000,技术,100599.0,数据,11,0
222448,100601,项目经理/主管,3,1,0.0,0,100600,项目管理,100000,技术,100601.0,项目经理/主管,11,0
222603,100602,项目主管,3,1,0.0,1,100600,项目管理,100000,技术,100602.0,项目主管,11,0
222604,100603,项目助理,3,1,0.0,0,100600,项目管理,100000,技术,100603.0,项目助理,11,0
222605,100604,项目专员,3,1,0.0,0,100600,项目管理,100000,技术,100604.0,项目专员,11,0
222606,100605,实施顾问,3,1,0.0,0,100600,项目管理,100000,技术,100605.0,实施顾问,11,0
223085,100606,实施工程师,3,1,0.0,0,100600,项目管理,100000,技术,100606.0,实施工程师,11,0
223086,100607,需求分析工程师,3,1,0.0,0,100600,项目管理,100000,技术,100607.0,需求分析工程师,11,0
223480,100817,硬件项目经理,3,1,0.0,0,100600,项目管理,100000,技术,100817.0,硬件项目经理,11,0
222450,100701,技术经理,3,1,0.0,0,100700,高端技术职位,100000,技术,100701.0,技术经理,11,0
222451,100702,技术总监,3,1,0.0,0,100700,高端技术职位,100000,技术,100702.0,技术总监,11,0
222452,100703,测试经理,3,1,0.0,0,100700,高端技术职位,100000,技术,100703.0,测试经理,11,0
222453,100704,架构师,3,1,0.0,0,100700,高端技术职位,100000,技术,100704.0,架构师,11,0
222454,100705,CTO,3,1,0.0,0,100700,高端技术职位,100000,技术,100705.0,CTO,11,0
222455,100706,运维总监,3,1,0.0,0,100700,高端技术职位,100000,技术,100706.0,运维总监,11,0
222627,100707,技术合伙人,3,1,0.0,0,100700,高端技术职位,100000,技术,100707.0,技术合伙人,11,0
223294,100799,高端技术职位,3,0,0.0,1,100700,高端技术职位,100000,技术,100799.0,高端技术职位,11,0
222456,110000,产品,1,21,0.0,0,110000,产品,110000,产品,110000.0,产品,0,0
222457,110100,产品经理,2,1,0.0,0,110000,产品,110000,产品,110100.0,产品经理,0,0
222465,110300,高端产品职位,2,31,0.0,0,110000,产品,110000,产品,110300.0,高端产品职位,0,0
222765,110400,其他产品职位,2,41,0.0,0,110000,产品,110000,产品,110400.0,其他产品职位,0,0
222458,110101,产品经理,3,1,0.0,0,110100,产品经理,110000,产品,110101.0,产品经理,11,0
222459,110102,网页产品经理,3,1,0.0,1,110100,产品经理,110000,产品,110102.0,网页产品经理,11,0
222460,110103,移动产品经理,3,1,0.0,0,110100,产品经理,110000,产品,110103.0,移动产品经理,11,0
222461,110104,产品助理,3,1,0.0,0,110100,产品经理,110000,产品,110104.0,产品助理,11,0
222462,110105,数据产品经理,3,1,0.0,0,110100,产品经理,110000,产品,110105.0,数据产品经理,11,0
222463,110106,电商产品经理,3,1,0.0,0,110100,产品经理,110000,产品,110106.0,电商产品经理,11,0
222464,110107,游戏策划,3,1,0.0,0,110100,产品经理,110000,产品,110107.0,游戏策划,11,0
223126,110108,产品专员,3,1,0.0,0,110100,产品经理,110000,产品,110108.0,产品专员,11,0
223441,110109,硬件产品经理,3,1,0.0,0,110100,产品经理,110000,产品,110109.0,硬件产品经理,11,0
223570,110110,AI产品经理,3,0,0.0,0,110100,产品经理,110000,产品,110110.0,AI产品经理,11,0
223571,110111,化妆品产品经理,3,0,0.0,0,110100,产品经理,110000,产品,110111.0,化妆品产品经理,11,0
223572,110112,社交产品经理,3,0,0.0,1,110100,产品经理,110000,产品,110112.0,社交产品经理,11,0
222466,110302,高级产品管理岗,3,1,0.0,0,110300,高端产品职位,110000,产品,110302.0,高级产品管理岗,11,0
222628,110303,游戏制作人,3,1,0.0,0,110300,高端产品职位,110000,产品,110303.0,游戏制作人,11,0
222890,110304,产品VP,3,1,0.0,1,110300,高端产品职位,110000,产品,110304.0,产品VP,11,0
223298,110399,高端产品职位,3,0,0.0,1,110300,高端产品职位,110000,产品,110399.0,高端产品职位,11,0
222467,120000,设计,1,31,0.0,0,120000,设计,120000,设计,120000.0,设计,0,0
222468,120100,视觉/交互设计,2,1,0.0,0,120000,设计,120000,设计,120100.0,视觉/交互设计,0,0
222484,120200,游戏设计,2,1,0.0,0,120000,设计,120000,设计,120200.0,游戏设计,0,0
222489,120300,用户研究,2,1,0.0,0,120000,设计,120000,设计,120300.0,用户研究,0,0
222493,120400,高端设计职位,2,41,0.0,0,120000,设计,120000,设计,120400.0,高端设计职位,0,0
222767,120500,其他设计职位,2,51,0.0,0,120000,设计,120000,设计,120500.0,其他设计职位,0,0
223057,120600,非视觉设计,2,46,0.0,0,120000,设计,120000,设计,120600.0,非视觉设计,0,0
222469,120101,视觉设计师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120101.0,视觉设计师,11,0
222470,120102,网页设计师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120102.0,网页设计师,11,0
222471,120103,Flash设计师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120103.0,Flash设计师,11,0
222472,120104,APP设计师,3,1,0.0,1,120100,视觉/交互设计,120000,设计,120104.0,APP设计师,11,0
222473,120105,UI设计师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120105.0,UI设计师,11,0
222474,120106,平面设计,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120106.0,平面设计,11,0
222475,120107,3D设计师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120107.0,3D设计师,11,0
222476,120108,广告设计,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120108.0,广告设计,11,0
222477,120109,多媒体设计师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120109.0,多媒体设计师,11,0
222478,120110,原画师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120110.0,原画师,11,0
222485,120201,交互设计师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120201.0,交互设计师,11,0
223054,120116,CAD设计/制图,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120116.0,CAD设计/制图,11,0
223055,120117,美工,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120117.0,美工,11,0
223056,120118,包装设计,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120118.0,包装设计,11,0
223090,120119,设计师助理,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120119.0,设计师助理,11,0
223113,120120,动画设计,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120120.0,动画设计,11,0
223127,120121,插画师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120121.0,插画师,11,0
223299,120199,视觉设计,3,0,0.0,1,120100,视觉/交互设计,120000,设计,120199.0,视觉设计,11,0
223472,120122,漫画师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120122.0,漫画师,11,0
223473,120123,人像修图师,3,1,0.0,0,120100,视觉/交互设计,120000,设计,120123.0,人像修图师,11,0
222479,120111,游戏特效,3,1,0.0,0,120200,游戏设计,120000,设计,120111.0,游戏特效,11,0
222480,120112,游戏界面设计师,3,1,0.0,0,120200,游戏设计,120000,设计,120112.0,游戏界面设计师,11,0
222481,120113,游戏场景,3,1,0.0,0,120200,游戏设计,120000,设计,120113.0,游戏场景,11,0
222482,120114,游戏角色,3,1,0.0,0,120200,游戏设计,120000,设计,120114.0,游戏角色,11,0
222483,120115,游戏动作,3,1,0.0,0,120200,游戏设计,120000,设计,120115.0,游戏动作,11,0
222486,120202,无线交互设计师,3,1,0.0,1,120200,游戏设计,120000,设计,120202.0,无线交互设计师,11,0
222487,120203,网页交互设计师,3,1,0.0,1,120200,游戏设计,120000,设计,120203.0,网页交互设计师,11,0
222488,120204,硬件交互设计师,3,1,0.0,1,120200,游戏设计,120000,设计,120204.0,硬件交互设计师,11,0
222492,120303,游戏数值策划,3,1,0.0,0,120200,游戏设计,120000,设计,120303.0,游戏数值策划,11,0
223549,120305,系统策划,3,0,0.0,0,120200,游戏设计,120000,设计,120305.0,系统策划,11,0
223602,120306,游戏主美术,3,0,0.0,0,120200,游戏设计,120000,设计,120306.0,游戏主美术,11,0
222490,120301,数据分析师,3,1,0.0,0,120300,用户研究,120000,设计,100511.0,数据分析师,11,0
222491,120302,用户研究员,3,1,0.0,0,120300,用户研究,120000,设计,120302.0,用户研究员,11,0
222500,120407,用户研究经理,3,1,0.0,0,120300,用户研究,120000,设计,120407.0,用户研究经理,11,0
222501,120408,用户研究总监,3,1,0.0,0,120300,用户研究,120000,设计,120408.0,用户研究总监,11,0
222629,120304,UX设计师,3,1,0.0,0,120300,用户研究,120000,设计,120304.0,UX设计师,11,0
222494,120401,设计经理/主管,3,1,0.0,0,120400,高端设计职位,120000,设计,120401.0,设计经理/主管,11,0
222495,120402,设计总监,3,1,0.0,0,120400,高端设计职位,120000,设计,120402.0,设计总监,11,0
222496,120403,视觉设计经理,3,1,0.0,1,120400,高端设计职位,120000,设计,120403.0,视觉设计经理,11,0
222497,120404,视觉设计总监,3,1,0.0,0,120400,高端设计职位,120000,设计,120404.0,视觉设计总监,11,0
222498,120405,交互设计经理/主管,3,1,0.0,1,120400,高端设计职位,120000,设计,120405.0,交互设计经理/主管,11,0
222499,120406,交互设计总监,3,1,0.0,1,120400,高端设计职位,120000,设计,120406.0,交互设计总监,11,0
223300,120499,高端设计职位,3,0,0.0,1,120400,高端设计职位,120000,设计,120499.0,高端设计职位,11,0
222502,130000,运营,1,41,0.0,0,130000,运营,130000,运营,130000.0,运营,0,0
222503,130100,运营,2,1,0.0,0,130000,运营,130000,运营,130100.0,运营,0,0
222513,130200,编辑,2,1,0.0,0,130000,运营,130000,运营,130200.0,编辑,0,0
222516,130300,客服,2,1,0.0,0,130000,运营,130000,运营,130300.0,客服,0,0
222519,130400,高端运营职位,2,41,0.0,0,130000,运营,130000,运营,130400.0,高端运营职位,0,0
222769,130500,其他运营职位,2,51,0.0,0,130000,运营,130000,运营,130500.0,其他运营职位,0,0
222504,130101,用户运营,3,1,0.0,0,130100,运营,130000,运营,130101.0,用户运营,11,0
222505,130102,产品运营,3,1,0.0,0,130100,运营,130000,运营,130102.0,产品运营,11,0
222506,130103,数据/策略运营,3,1,0.0,0,130100,运营,130000,运营,130103.0,数据/策略运营,11,0
222507,130104,内容运营,3,1,0.0,0,130100,运营,130000,运营,130104.0,内容运营,11,0
222508,130105,活动运营,3,1,0.0,0,130100,运营,130000,运营,130105.0,活动运营,11,0
222509,130106,商家运营,3,1,0.0,0,130100,运营,130000,运营,130106.0,商家运营,11,0
222510,130107,品类运营,3,1,0.0,0,130100,运营,130000,运营,130107.0,品类运营,11,0
222511,130108,游戏运营,3,1,0.0,0,130100,运营,130000,运营,130108.0,游戏运营,11,0
222630,130110,网站运营,3,1,0.0,0,130100,运营,130000,运营,130110.0,网站运营,11,0
222631,130111,新媒体运营,3,1,0.0,0,130100,运营,130000,运营,130111.0,新媒体运营,11,0
222632,130112,社区运营,3,1,0.0,0,130100,运营,130000,运营,130112.0,社区运营,11,0
222633,130113,微信运营,3,1,0.0,0,130100,运营,130000,运营,130113.0,微信运营,11,0
222634,130114,微博运营,3,1,0.0,1,130100,运营,130000,运营,130114.0,微博运营,11,0
222635,130115,策略运营,3,1,0.0,1,130100,运营,130000,运营,130115.0,策略运营,11,0
222636,130116,线下拓展运营,3,1,0.0,0,130100,运营,130000,运营,130116.0,线下拓展运营,11,0
223091,130117,国内电商运营,3,1,0.0,0,130100,运营,130000,运营,130117.0,国内电商运营,11,0
223092,130118,运营助理/专员,3,1,0.0,0,130100,运营,130000,运营,130118.0,运营助理/专员,11,0
223099,170108,视频运营,3,9,0.0,0,130100,运营,130000,运营,170108.0,视频运营,11,0
223280,130120,内容审核,3,1,0.0,0,130100,运营,130000,运营,130120.0,内容审核,11,0
223302,130199,运营,3,0,0.0,1,130100,运营,130000,运营,130199.0,运营,11,0
223430,130121,数据标注/AI训练师,3,1,0.0,0,130100,运营,130000,运营,130121.0,数据标注/AI训练师,11,0
223442,130122,直播运营,3,1,0.0,0,130100,运营,130000,运营,130122.0,直播运营,11,0
223462,130123,车辆运营,3,1,0.0,0,130100,运营,130000,运营,130123.0,车辆运营,11,0
223463,130124,跨境电商运营,3,1,0.0,0,130100,运营,130000,运营,130124.0,跨境电商运营,11,0
223464,130125,网店店长,3,1,0.0,1,130100,运营,130000,运营,130125.0,网店店长,11,0
223574,130126,淘宝运营,3,0,0.0,0,130100,运营,130000,运营,130126.0,淘宝运营,11,0
223575,130127,天猫运营,3,0,0.0,0,130100,运营,130000,运营,130127.0,天猫运营,11,0
223576,130128,京东运营,3,0,0.0,0,130100,运营,130000,运营,130128.0,京东运营,11,0
223577,130129,拼多多运营,3,0,0.0,0,130100,运营,130000,运营,130129.0,拼多多运营,11,0
223578,130130,亚马逊运营,3,0,0.0,0,130100,运营,130000,运营,130130.0,亚马逊运营,11,0
223579,130131,速卖通运营,3,0,0.0,0,130100,运营,130000,运营,130131.0,速卖通运营,11,0
223580,130132,阿里国际站运营,3,0,0.0,0,130100,运营,130000,运营,130132.0,阿里国际站运营,11,0
223585,130133,亚马逊产品开发,3,0,0.0,0,130100,运营,130000,运营,130133.0,亚马逊产品开发,11,0
222514,130201,主编/副主编,3,1,0.0,0,130200,编辑,130000,运营,130201.0,主编/副主编,11,0
222515,130202,内容编辑,3,1,0.0,1,130200,编辑,130000,运营,130202.0,内容编辑,11,0
222637,130203,文案编辑,3,1,0.0,0,130200,编辑,130000,运营,130203.0,文案编辑,11,0
222638,130204,网站编辑,3,1,0.0,0,130200,编辑,130000,运营,130204.0,网站编辑,11,0
222639,130205,记者,3,1,0.0,1,130200,编辑,130000,运营,130205.0,记者,11,0
222640,130206,采编,3,1,0.0,0,130200,编辑,130000,运营,170101.0,记者/采编,11,0
223303,130299,编辑,3,0,0.0,1,130200,编辑,130000,运营,130299.0,编辑,11,0
222517,130301,售前客服,3,1,0.0,0,130300,客服,130000,运营,130301.0,售前客服,11,0
222518,130302,售后客服,3,1,0.0,0,130300,客服,130000,运营,130302.0,售后客服,11,0
222641,130303,网络客服,3,1,0.0,0,130300,客服,130000,运营,130303.0,网络客服,11,0
222642,130304,客服经理,3,1,0.0,0,130300,客服,130000,运营,130304.0,客服经理,11,0
223093,130305,客服专员,3,1,0.0,0,130300,客服,130000,运营,130305.0,客服专员,11,0
223165,130306,客服主管,3,7,0.0,0,130300,客服,130000,运营,130306.0,客服主管,11,0
223166,130307,客服总监,3,8,0.0,1,130300,客服,130000,运营,130307.0,客服总监,0,0
223167,130308,电话客服,3,9,0.0,0,130300,客服,130000,运营,130308.0,电话客服,21,0
223168,130309,咨询热线/呼叫中心客服,3,10,0.0,0,130300,客服,130000,运营,130309.0,咨询热线/呼叫中心客服,11,0
222520,130401,主编,3,1,0.0,1,130400,高端运营职位,130000,运营,130401.0,主编,11,0
222521,130402,运营总监,3,1,0.0,0,130400,高端运营职位,130000,运营,130402.0,运营总监,11,0
222522,130403,COO,3,1,0.0,0,130400,高端运营职位,130000,运营,130403.0,COO,11,0
222643,130404,客服总监,3,1,0.0,0,130400,高端运营职位,130000,运营,130404.0,客服总监,11,0
222644,130405,运营经理/主管,3,1,0.0,0,130400,高端运营职位,130000,运营,130405.0,运营经理/主管,11,0
223304,130499,高端运营职位,3,0,0.0,1,130400,高端运营职位,130000,运营,130499.0,高端运营职位,11,0
222523,140000,市场,1,51,0.0,0,140000,市场,140000,市场,140000.0,市场,0,0
222524,140100,市场/营销,2,1,0.0,0,140000,市场,140000,市场,140100.0,市场/营销,0,0
222534,140200,公关媒介,2,11,0.0,0,140000,市场,140000,市场,140200.0,公关媒介,0,0
222547,140400,高端市场职位,2,51,0.0,0,140000,市场,140000,市场,140400.0,高端市场职位,0,0
222674,140600,广告,2,31,0.0,0,140000,市场,140000,市场,140600.0,广告,0,0
222675,140500,会务会展,2,21,0.0,0,140000,市场,140000,市场,140500.0,会务会展,0,0
222771,140700,其他市场职位,2,61,0.0,0,140000,市场,140000,市场,140700.0,其他市场职位,0,0
223431,140800,政府事务,2,0,0.0,0,140000,市场,140000,市场,140800.0,政府事务,0,0
222512,130109,网络推广,3,1,0.0,0,140100,市场/营销,140000,市场,130109.0,网络推广,11,0
222525,140101,市场营销,3,1,0.0,0,140100,市场/营销,140000,市场,140101.0,市场营销,11,0
222526,140102,市场策划,3,1,0.0,0,140100,市场/营销,140000,市场,140102.0,市场策划,11,0
222527,140103,市场顾问,3,1,0.0,0,140100,市场/营销,140000,市场,140103.0,市场顾问,11,0
222528,140104,市场推广,3,1,0.0,0,140100,市场/营销,140000,市场,140104.0,市场推广,11,0
222529,140105,SEO,3,1,0.0,0,140100,市场/营销,140000,市场,140105.0,SEO,11,0
222530,140106,SEM,3,1,0.0,0,140100,市场/营销,140000,市场,140106.0,SEM,11,0
222531,140107,商务渠道,3,1,0.0,0,140100,市场/营销,140000,市场,140107.0,商务渠道,11,0
222532,140108,商业数据分析,3,1,0.0,0,140100,市场/营销,140000,市场,100511.0,数据分析师,11,0
222533,140109,活动策划,3,1,0.0,0,140100,市场/营销,140000,市场,140109.0,活动策划,11,0
222645,140110,网络营销,3,1,0.0,0,140100,市场/营销,140000,市场,140110.0,网络营销,11,0
222646,140111,海外市场,3,1,0.0,0,140100,市场/营销,140000,市场,140111.0,海外市场,11,0
223095,140315,营销主管,3,1,0.0,0,140100,市场/营销,140000,市场,140315.0,营销主管,11,0
223286,140113,APP推广,3,1,0.0,0,140100,市场/营销,140000,市场,140113.0,APP推广,11,0
223353,140114,选址开发,3,1,0.0,0,140100,市场/营销,140000,市场,140114.0,选址开发,11,0
223465,140115,游戏推广,3,1,0.0,0,140100,市场/营销,140000,市场,140115.0,游戏推广,11,0
223638,140116,信息流优化师,3,0,0.0,0,140100,市场/营销,140000,市场,140116.0,信息流优化师,11,0
222535,140201,媒介经理,3,1,0.0,0,140200,公关媒介,140000,市场,140201.0,媒介经理,11,0
222536,140202,广告客户执行,3,1,0.0,0,140200,公关媒介,140000,市场,140202.0,广告客户执行,11,0
222537,140203,品牌公关,3,1,0.0,0,140200,公关媒介,140000,市场,140203.0,品牌公关,11,0
222648,140204,媒介专员,3,1,0.0,0,140200,公关媒介,140000,市场,140204.0,媒介专员,11,0
222649,140205,活动策划执行,3,1,0.0,0,140200,公关媒介,140000,市场,140205.0,活动策划执行,11,0
222694,140206,媒介策划,3,1,0.0,0,140200,公关媒介,140000,市场,140206.0,媒介策划,11,0
223305,140299,公关媒介,3,0,0.0,1,140200,公关媒介,140000,市场,140299.0,公关媒介,11,0
222539,140301,销售专员,3,1,0.0,0,140300,销售,160000,销售,140301.0,销售专员,11,0
222541,140303,客户代表,3,1,0.0,0,140300,销售,160000,销售,140301.0,销售专员,11,0
222542,140304,大客户代表,3,1,0.0,0,140300,销售,160000,销售,140304.0,大客户代表,11,0
222543,140305,BD经理,3,1,0.0,0,140300,销售,160000,销售,140305.0,BD经理,11,0
222544,140306,商务渠道,3,1,0.0,1,140300,销售,160000,销售,140306.0,商务渠道,11,0
222545,140307,渠道销售,3,1,0.0,0,140300,销售,160000,销售,140307.0,渠道销售,11,0
222546,140308,代理商销售,3,1,0.0,0,140300,销售,160000,销售,140307.0,渠道销售,11,0
222587,140310,电话销售,3,1,0.0,0,140300,销售,160000,销售,140310.0,电话销售,11,0
222588,140311,销售顾问,3,1,0.0,0,140300,销售,160000,销售,140301.0,销售专员,11,0
223094,140314,网络销售,3,1,0.0,0,140300,销售,160000,销售,140314.0,网络销售,21,0
223278,140316,销售工程师,3,1,0.0,0,140300,销售,160000,销售,140316.0,销售工程师,11,0
223279,140317,客户经理,3,1,0.0,0,140300,销售,160000,销售,140317.0,客户经理,11,0
223311,140399,销售,3,0,0.0,1,140300,销售,160000,销售,140399.0,销售,11,0
222548,140401,市场总监,3,1,0.0,0,140400,高端市场职位,140000,市场,140401.0,市场总监,11,0
222551,140404,CMO,3,1,0.0,0,140400,高端市场职位,140000,市场,140404.0,CMO,11,0
222552,140405,公关总监,3,1,0.0,0,140400,高端市场职位,140000,市场,140405.0,公关总监,11,0
222695,140406,媒介总监,3,1,0.0,0,140400,高端市场职位,140000,市场,140406.0,媒介总监,11,0
222696,140407,创意总监,3,1,0.0,0,140400,高端市场职位,140000,市场,140407.0,创意总监,11,0
223306,140499,高端市场职位,3,0,0.0,1,140400,高端市场职位,140000,市场,140499.0,高端市场职位,11,0
222553,150000,人事/财务/行政,1,61,0.0,0,150000,人事/财务/行政,150000,人事/财务/行政,150000.0,人事/财务/行政,0,0
